order_id,order_date,sku_id,sku_name,category,qty_ordered,before_discount,discount,after_discount
20324,15-07-2021,5007,Running Shoes,Clothing,5,13478.1,2283.32,11194.78
20325,12-08-2021,5007,Running Shoes,Clothing,4,4183.48,445.6,3737.88
20326,14-05-2021,5007,Running Shoes,Clothing,3,5289.78,1085.73,4204.05
20327,12-05-2021,5007,Running Shoes,Clothing,4,9369,877.63,8491.37
20328,20-07-2022,5007,Running Shoes,Clothing,2,4717.08,487.55,4229.53
20329,28-05-2022,5007,Running Shoes,Clothing,7,2388.12,502.5,1885.62
20330,26-06-2022,5007,Running Shoes,Clothing,3,5783.01,574.74,5208.27
20331,01-10-2022,5007,Running Shoes,Clothing,1,852.66,31.17,821.49
20332,09-05-2022,5007,Running Shoes,Clothing,2,4175.86,903.91,3271.95
20333,25-03-2022,5007,Running Shoes,Clothing,8,10484.72,577.86,9906.86
20334,26-07-2022,5007,Running Shoes,Clothing,3,6575.61,1172.08,5403.53
20335,22-02-2022,5007,Running Shoes,Clothing,5,4055.95,727.4,3328.55
20336,03-09-2022,5007,Running Shoes,Clothing,8,19188.96,900.07,18288.89
20337,09-02-2022,5007,Running Shoes,Clothing,7,6541.43,340.47,6200.96
20338,18-08-2022,5007,Running Shoes,Clothing,1,1772.64,404.62,1368.02
20339,16-12-2022,5007,Running Shoes,Clothing,4,7275.56,1048.37,6227.19
20340,01-12-2022,5007,Running Shoes,Clothing,3,8899.71,1135.88,7763.83
20341,16-10-2022,5007,Running Shoes,Clothing,5,14829.5,1575.49,13254.01
20342,22-07-2022,5007,Running Shoes,Clothing,2,1509.48,155.3,1354.18
20343,01-11-2022,5007,Running Shoes,Clothing,1,2192.41,388.05,1804.36
20344,26-06-2022,5007,Running Shoes,Clothing,2,3721.2,489.25,3231.95
20345,02-03-2022,5007,Running Shoes,Clothing,4,10223.68,1674.78,8548.9
20346,04-06-2022,5007,Running Shoes,Clothing,6,7760.34,1544.78,6215.56
20347,25-09-2022,5007,Running Shoes,Clothing,4,4407.64,434.81,3972.83
20348,18-05-2022,5007,Running Shoes,Clothing,1,2919.53,255.06,2664.47
20349,13-08-2022,5007,Running Shoes,Clothing,6,11025.36,909.49,10115.87
20350,12-09-2022,5007,Running Shoes,Clothing,4,9371.08,1894.35,7476.73
20351,07-06-2022,5007,Running Shoes,Clothing,6,15234.96,751.71,14483.25
20352,03-11-2022,5007,Running Shoes,Clothing,1,1486.24,219.2,1267.04
20353,18-07-2022,5007,Running Shoes,Clothing,1,1484.91,66.75,1418.16
20354,07-01-2022,5007,Running Shoes,Clothing,8,17512.8,3000.7,14512.1
20355,18-09-2022,5007,Running Shoes,Clothing,7,15511.58,2546.49,12965.09
20356,23-12-2022,5007,Running Shoes,Clothing,2,1723.76,298.92,1424.84
20357,21-08-2022,5007,Running Shoes,Clothing,3,1468.68,90.62,1378.06
20358,21-02-2021,5008,Winter Hoodie,Clothing,1,1385.71,289.89,1095.82
20359,18-05-2021,5008,Winter Hoodie,Clothing,5,15196.05,949.73,14246.32
20360,11-01-2021,5008,Winter Hoodie,Clothing,1,1592.76,266.96,1325.8
20361,16-01-2021,5008,Winter Hoodie,Clothing,1,2912.93,576.67,2336.26
20362,19-07-2021,5008,Winter Hoodie,Clothing,7,11519.76,267.83,11251.93
20363,20-07-2021,5008,Winter Hoodie,Clothing,3,5228.25,600.5,4627.75
20364,03-02-2021,5008,Winter Hoodie,Clothing,8,6889.04,378.25,6510.79
20365,14-01-2021,5008,Winter Hoodie,Clothing,1,181.25,31.53,149.72
20366,07-02-2021,5008,Winter Hoodie,Clothing,2,1164.08,28.04,1136.04
20367,19-12-2021,5008,Winter Hoodie,Clothing,4,6640.4,1269.43,5370.97
20368,25-06-2022,5008,Winter Hoodie,Clothing,3,7783.71,306.57,7477.14
20369,18-11-2022,5008,Winter Hoodie,Clothing,8,13543.52,3175.14,10368.38
20370,02-05-2022,5008,Winter Hoodie,Clothing,1,188.19,4.4,183.79
20371,22-11-2022,5008,Winter Hoodie,Clothing,2,2905.96,266.98,2638.98
20372,06-10-2022,5008,Winter Hoodie,Clothing,8,17519.84,1624.87,15894.97
20373,24-10-2022,5008,Winter Hoodie,Clothing,8,13790.72,803.84,12986.88
20374,12-02-2022,5008,Winter Hoodie,Clothing,3,6778.56,787.21,5991.35
20375,25-07-2022,5008,Winter Hoodie,Clothing,8,26523.92,5317.08,21206.84
20376,11-10-2022,5008,Winter Hoodie,Clothing,5,5438.45,886.6,4551.85
20377,23-11-2022,5008,Winter Hoodie,Clothing,6,18378.12,3435.11,14943.01
20378,27-01-2022,5008,Winter Hoodie,Clothing,3,6491.43,590.57,5900.86
20379,08-07-2022,5008,Winter Hoodie,Clothing,7,10133.55,1079.49,9054.06
20380,26-04-2022,5008,Winter Hoodie,Clothing,8,8792.72,179.26,8613.46
20381,09-05-2022,5008,Winter Hoodie,Clothing,7,4738.23,1098.02,3640.21
20382,10-01-2022,5008,Winter Hoodie,Clothing,3,8608.11,1889.11,6719
20383,05-10-2022,5008,Winter Hoodie,Clothing,5,17087.45,3475.07,13612.38
20384,25-11-2021,5009,Formal Shirt,Clothing,8,10495.68,415.26,10080.42
20385,16-09-2021,5009,Formal Shirt,Clothing,7,5750.08,1107.13,4642.95
20386,10-04-2021,5009,Formal Shirt,Clothing,1,2420.17,307.42,2112.75
20387,09-04-2021,5009,Formal Shirt,Clothing,1,2802.08,352.32,2449.76
20388,18-02-2021,5009,Formal Shirt,Clothing,6,16420.56,1207.88,15212.68
20389,17-10-2021,5009,Formal Shirt,Clothing,5,15575.3,2180.97,13394.33
20390,17-08-2021,5009,Formal Shirt,Clothing,4,3134.64,201.34,2933.3
20391,26-03-2021,5009,Formal Shirt,Clothing,5,6827.35,1022.87,5804.48
20392,25-07-2021,5009,Formal Shirt,Clothing,3,2925.36,679.27,2246.09
20393,12-08-2021,5009,Formal Shirt,Clothing,2,2790.18,353.21,2436.97
20394,05-02-2021,5009,Formal Shirt,Clothing,6,12903.96,1281.78,11622.18
20395,20-09-2021,5009,Formal Shirt,Clothing,1,465.18,31.2,433.98
20396,16-10-2021,5009,Formal Shirt,Clothing,4,4105.4,817.85,3287.55
20397,04-07-2021,5009,Formal Shirt,Clothing,8,21762.24,4533.75,17228.49
20398,09-03-2021,5009,Formal Shirt,Clothing,1,1285.12,319.69,965.43
20399,03-07-2021,5009,Formal Shirt,Clothing,1,320.84,47.55,273.29
20400,15-12-2021,5009,Formal Shirt,Clothing,8,26585.12,6095.48,20489.64
20401,28-02-2021,5009,Formal Shirt,Clothing,7,22674.54,4137.35,18537.19
20402,09-02-2021,5009,Formal Shirt,Clothing,6,12246,2049.31,10196.69
20403,17-11-2021,5009,Formal Shirt,Clothing,7,5333.65,1149.03,4184.62
20404,08-06-2021,5009,Formal Shirt,Clothing,4,2906.48,687.66,2218.82
20405,02-06-2021,5009,Formal Shirt,Clothing,1,2954.68,91.06,2863.62
20406,23-09-2021,5009,Formal Shirt,Clothing,8,2694.56,143.63,2550.93
20407,07-01-2021,5009,Formal Shirt,Clothing,5,10628.9,1291.35,9337.55
20408,04-11-2021,5009,Formal Shirt,Clothing,8,9881.04,781.71,9099.33
20409,12-02-2021,5009,Formal Shirt,Clothing,8,11374.48,1382.21,9992.27
20410,22-03-2021,5009,Formal Shirt,Clothing,1,1717.46,394.84,1322.62
20411,06-01-2021,5009,Formal Shirt,Clothing,4,1642.32,266.53,1375.79
20412,24-06-2021,5009,Formal Shirt,Clothing,3,8272.08,1988.02,6284.06
20413,27-07-2021,5009,Formal Shirt,Clothing,1,2255.04,279.71,1975.33
20414,11-06-2021,5009,Formal Shirt,Clothing,4,6999,1151.21,5847.79
20415,11-03-2021,5009,Formal Shirt,Clothing,4,10463.24,643.02,9820.22
20416,15-03-2022,5009,Formal Shirt,Clothing,3,3127.29,358.73,2768.56
20417,01-03-2022,5009,Formal Shirt,Clothing,5,10314.1,909.77,9404.33
20418,09-03-2022,5009,Formal Shirt,Clothing,8,4127.6,515.63,3611.97
20419,04-08-2022,5009,Formal Shirt,Clothing,3,10285.14,340.19,9944.95
20420,07-11-2022,5009,Formal Shirt,Clothing,8,23585.6,1118.28,22467.32
20421,12-04-2022,5009,Formal Shirt,Clothing,7,24289.44,6061.67,18227.77
20422,04-04-2022,5009,Formal Shirt,Clothing,7,7837.13,1772.18,6064.95
20423,27-01-2022,5009,Formal Shirt,Clothing,5,3167.9,529.53,2638.37
20424,26-08-2022,5009,Formal Shirt,Clothing,6,11166.78,1361.14,9805.64
20425,10-09-2021,5010,Electric Kettle,Home Appliances,3,4068.99,119.33,3949.66
20426,07-07-2021,5010,Electric Kettle,Home Appliances,5,10319.95,534.13,9785.82
20427,17-03-2021,5010,Electric Kettle,Home Appliances,4,10135.68,661.29,9474.39
20428,27-02-2021,5010,Electric Kettle,Home Appliances,2,6258.48,1177.19,5081.29
20429,06-05-2021,5010,Electric Kettle,Home Appliances,4,2436.36,424.11,2012.25
20430,26-11-2021,5010,Electric Kettle,Home Appliances,4,8411.32,559.58,7851.74
20431,23-02-2021,5010,Electric Kettle,Home Appliances,7,20773.06,4793.11,15979.95
20432,26-09-2021,5010,Electric Kettle,Home Appliances,6,7637.88,1631.75,6006.13
20433,03-08-2021,5010,Electric Kettle,Home Appliances,1,1521.88,297.51,1224.37
20434,28-03-2021,5010,Electric Kettle,Home Appliances,5,4909.7,734.1,4175.6
20435,02-06-2021,5010,Electric Kettle,Home Appliances,3,7507.68,1142.91,6364.77
20436,12-01-2021,5010,Electric Kettle,Home Appliances,8,27162.08,988.93,26173.15
20437,23-06-2021,5010,Electric Kettle,Home Appliances,4,11541.56,2528.28,9013.28
20438,25-06-2021,5010,Electric Kettle,Home Appliances,7,14564.48,3299.58,11264.9
20439,28-05-2021,5010,Electric Kettle,Home Appliances,2,6692.14,895.44,5796.7
20440,01-09-2021,5010,Electric Kettle,Home Appliances,3,657.9,159.55,498.35
20441,20-04-2021,5010,Electric Kettle,Home Appliances,3,2137.2,196.07,1941.13
20442,27-09-2021,5010,Electric Kettle,Home Appliances,1,215.16,50.14,165.02
20443,07-12-2021,5010,Electric Kettle,Home Appliances,5,1046.25,165.16,881.09
20444,15-10-2021,5010,Electric Kettle,Home Appliances,4,10015.44,437.26,9578.18
20445,23-02-2021,5010,Electric Kettle,Home Appliances,3,903.96,43.66,860.3
20446,19-08-2021,5010,Electric Kettle,Home Appliances,5,2593.15,124.35,2468.8
20447,18-03-2021,5010,Electric Kettle,Home Appliances,4,12138.6,653.79,11484.81
20448,15-10-2021,5010,Electric Kettle,Home Appliances,7,4903.36,1029.62,3873.74
20449,13-11-2021,5010,Electric Kettle,Home Appliances,7,15050.56,2387.65,12662.91
20450,13-01-2021,5010,Electric Kettle,Home Appliances,1,2752.64,269.39,2483.25
20451,27-04-2021,5010,Electric Kettle,Home Appliances,6,15282.12,3268.78,12013.34
20452,26-10-2021,5010,Electric Kettle,Home Appliances,6,17282.34,3714.93,13567.41
20453,11-01-2021,5010,Electric Kettle,Home Appliances,3,10076.49,2366.93,7709.56
20454,22-07-2022,5010,Electric Kettle,Home Appliances,1,1370.85,194.78,1176.07
20455,11-02-2022,5010,Electric Kettle,Home Appliances,7,5758.41,1001.4,4757.01
20456,05-04-2022,5010,Electric Kettle,Home Appliances,7,23789.36,4724.88,19064.48
20457,21-08-2022,5010,Electric Kettle,Home Appliances,1,2861.05,639.18,2221.87
20458,02-01-2022,5010,Electric Kettle,Home Appliances,5,16125.3,2634.85,13490.45
20459,18-11-2022,5010,Electric Kettle,Home Appliances,1,2231.21,173.22,2057.99
20460,01-09-2022,5010,Electric Kettle,Home Appliances,7,6599.53,191.82,6407.71
20461,10-02-2022,5010,Electric Kettle,Home Appliances,6,13915.14,663.58,13251.56
20462,17-10-2022,5010,Electric Kettle,Home Appliances,5,2164.95,337.21,1827.74
20463,15-03-2022,5010,Electric Kettle,Home Appliances,2,3727.94,833.54,2894.4
20464,19-07-2022,5010,Electric Kettle,Home Appliances,5,5341.4,1010.94,4330.46
20465,18-12-2022,5010,Electric Kettle,Home Appliances,5,14815.75,2374.8,12440.95
20466,08-10-2022,5010,Electric Kettle,Home Appliances,7,5767.93,1057.74,4710.19
20467,18-08-2022,5010,Electric Kettle,Home Appliances,5,11014.4,1408.32,9606.08
20468,01-05-2022,5010,Electric Kettle,Home Appliances,4,5071.12,321.64,4749.48
20469,13-09-2022,5010,Electric Kettle,Home Appliances,7,1328.53,134.33,1194.2
20470,11-04-2022,5010,Electric Kettle,Home Appliances,6,10777.26,921.55,9855.71
20471,10-04-2022,5010,Electric Kettle,Home Appliances,1,2736.63,154.54,2582.09
20472,20-02-2022,5010,Electric Kettle,Home Appliances,6,9743.7,333.86,9409.84
20473,27-07-2022,5010,Electric Kettle,Home Appliances,8,10690.24,2089.46,8600.78
20474,08-09-2022,5010,Electric Kettle,Home Appliances,3,4638.36,805.66,3832.7
20475,22-03-2022,5010,Electric Kettle,Home Appliances,4,8858.36,1908.96,6949.4
20476,25-12-2021,5011,Mixer Grinder,Home Appliances,8,8400.72,1386.57,7014.15
20477,23-11-2021,5011,Mixer Grinder,Home Appliances,3,4600.98,201.39,4399.59
20478,25-07-2021,5011,Mixer Grinder,Home Appliances,2,3635.82,877.8,2758.02
20479,05-10-2021,5011,Mixer Grinder,Home Appliances,7,20981.24,1767.48,19213.76
20480,20-10-2021,5011,Mixer Grinder,Home Appliances,2,2843.06,352.61,2490.45
20481,10-08-2021,5011,Mixer Grinder,Home Appliances,6,6787.68,745.68,6042
20482,20-09-2021,5011,Mixer Grinder,Home Appliances,7,16250.29,350.28,15900.01
20483,28-12-2021,5011,Mixer Grinder,Home Appliances,8,11402.08,1014.84,10387.24
20484,10-09-2021,5011,Mixer Grinder,Home Appliances,3,4828.23,515.22,4313.01
20485,03-04-2021,5011,Mixer Grinder,Home Appliances,6,7409.7,1585.53,5824.17
20486,11-04-2021,5011,Mixer Grinder,Home Appliances,4,13626.4,3065.78,10560.62
20487,01-01-2021,5011,Mixer Grinder,Home Appliances,1,1009.44,228.19,781.25
20488,18-05-2021,5011,Mixer Grinder,Home Appliances,5,9769.85,2438.7,7331.15
20489,27-09-2021,5011,Mixer Grinder,Home Appliances,7,10184.16,1041.57,9142.59
20490,22-10-2021,5011,Mixer Grinder,Home Appliances,6,10006.62,224.02,9782.6
20491,17-02-2021,5011,Mixer Grinder,Home Appliances,4,1926.16,204.4,1721.76
20492,21-07-2021,5011,Mixer Grinder,Home Appliances,3,9292.35,2247.15,7045.2
20493,13-08-2021,5011,Mixer Grinder,Home Appliances,8,21764.4,4936.28,16828.12
20494,11-10-2021,5011,Mixer Grinder,Home Appliances,2,1443.84,134.51,1309.33
20495,27-02-2021,5011,Mixer Grinder,Home Appliances,5,9335.95,424.02,8911.93
20496,23-05-2021,5011,Mixer Grinder,Home Appliances,6,17393.16,4309.28,13083.88
20497,21-07-2021,5011,Mixer Grinder,Home Appliances,3,5716.77,1187.47,4529.3
20498,17-04-2021,5011,Mixer Grinder,Home Appliances,4,6124.28,207.24,5917.04
20499,20-10-2021,5011,Mixer Grinder,Home Appliances,2,2666.34,662.75,2003.59
20500,24-11-2021,5011,Mixer Grinder,Home Appliances,1,2467.33,55.44,2411.89
20501,10-01-2021,5011,Mixer Grinder,Home Appliances,1,3222.06,359.07,2862.99
20502,19-02-2021,5011,Mixer Grinder,Home Appliances,1,2388.16,155.78,2232.38
20503,09-10-2022,5011,Mixer Grinder,Home Appliances,3,6223.41,712.91,5510.5
20504,05-02-2022,5011,Mixer Grinder,Home Appliances,3,5660.16,776.47,4883.69
20505,04-01-2022,5011,Mixer Grinder,Home Appliances,2,1442.58,202.21,1240.37
20506,20-08-2022,5011,Mixer Grinder,Home Appliances,7,19964.77,684.52,19280.25
20507,22-01-2022,5011,Mixer Grinder,Home Appliances,6,3792.96,283.72,3509.24
20508,06-05-2022,5011,Mixer Grinder,Home Appliances,1,1043.14,44.72,998.42
20509,03-10-2022,5011,Mixer Grinder,Home Appliances,6,4752.24,777.09,3975.15
20510,02-01-2022,5011,Mixer Grinder,Home Appliances,4,12533.24,1930.27,10602.97
20511,15-01-2022,5011,Mixer Grinder,Home Appliances,1,2227.6,172.3,2055.3
20512,06-01-2022,5011,Mixer Grinder,Home Appliances,3,3613.68,819.36,2794.32
20513,10-08-2022,5011,Mixer Grinder,Home Appliances,7,15179.85,3655.41,11524.44
20514,03-08-2022,5011,Mixer Grinder,Home Appliances,4,9675.56,1695.44,7980.12
20515,08-10-2022,5011,Mixer Grinder,Home Appliances,7,8299.76,1836.91,6462.85
20516,01-08-2022,5011,Mixer Grinder,Home Appliances,4,1772.04,104.7,1667.34
20517,06-07-2022,5011,Mixer Grinder,Home Appliances,1,3404.68,295.73,3108.95
20518,12-09-2022,5011,Mixer Grinder,Home Appliances,2,2544.6,560.94,1983.66
20519,13-06-2022,5011,Mixer Grinder,Home Appliances,2,6740.24,789.44,5950.8
20520,18-06-2022,5011,Mixer Grinder,Home Appliances,4,5790.68,737.81,5052.87
20521,08-06-2022,5011,Mixer Grinder,Home Appliances,7,1868.79,322.9,1545.89
20522,26-06-2022,5011,Mixer Grinder,Home Appliances,3,2880.09,143.63,2736.46
20523,09-04-2022,5011,Mixer Grinder,Home Appliances,3,6027.51,768.04,5259.47
20524,06-04-2022,5011,Mixer Grinder,Home Appliances,6,7993.68,1488.16,6505.52
20525,21-07-2022,5011,Mixer Grinder,Home Appliances,4,4583.2,593.38,3989.82
20526,08-04-2022,5011,Mixer Grinder,Home Appliances,8,19298.08,4567.47,14730.61
20527,20-05-2022,5011,Mixer Grinder,Home Appliances,8,16946.72,1773.29,15173.43
20528,13-04-2022,5011,Mixer Grinder,Home Appliances,4,2281.92,439.63,1842.29
20529,17-11-2022,5011,Mixer Grinder,Home Appliances,2,3935.38,323.47,3611.91
20530,01-07-2022,5011,Mixer Grinder,Home Appliances,3,3573.42,391.95,3181.47
20531,23-02-2022,5011,Mixer Grinder,Home Appliances,3,8250.18,604.41,7645.77
20532,22-04-2022,5011,Mixer Grinder,Home Appliances,2,756.14,174.05,582.09
20533,25-09-2022,5011,Mixer Grinder,Home Appliances,5,3979.8,737.48,3242.32
20534,08-02-2022,5011,Mixer Grinder,Home Appliances,5,2862.7,529.14,2333.56
20535,25-08-2021,5012,Air Fryer,Home Appliances,3,9864.24,597.48,9266.76
20536,22-06-2021,5012,Air Fryer,Home Appliances,6,18928.56,488.56,18440
20537,23-12-2021,5012,Air Fryer,Home Appliances,8,7857.68,1687.39,6170.29
20538,21-06-2021,5012,Air Fryer,Home Appliances,2,1517.1,70.55,1446.55
20539,24-10-2021,5012,Air Fryer,Home Appliances,4,10148.68,297.4,9851.28
20540,20-01-2021,5012,Air Fryer,Home Appliances,3,4778.58,927.53,3851.05
20541,13-03-2021,5012,Air Fryer,Home Appliances,1,2000.35,329.61,1670.74
20542,19-03-2021,5012,Air Fryer,Home Appliances,4,8240.2,1523,6717.2
20543,14-05-2021,5012,Air Fryer,Home Appliances,6,19707.06,901.22,18805.84
20544,10-11-2021,5012,Air Fryer,Home Appliances,1,3081.63,476.35,2605.28
20545,02-12-2021,5012,Air Fryer,Home Appliances,4,9726.32,277.59,9448.73
20546,07-06-2021,5012,Air Fryer,Home Appliances,6,15965.46,635.61,15329.85
20547,24-12-2021,5012,Air Fryer,Home Appliances,7,24455.69,3950.24,20505.45
20548,09-04-2021,5012,Air Fryer,Home Appliances,2,2638.54,629.06,2009.48
20549,23-06-2022,5012,Air Fryer,Home Appliances,8,14832.08,2604.74,12227.34
20550,14-04-2022,5012,Air Fryer,Home Appliances,3,5369.58,341.17,5028.41
20551,27-12-2022,5012,Air Fryer,Home Appliances,5,3673.4,211.77,3461.63
20552,08-11-2022,5012,Air Fryer,Home Appliances,5,4932.3,166.01,4766.29
20553,12-06-2022,5012,Air Fryer,Home Appliances,7,3220.07,535.81,2684.26
20554,05-03-2022,5012,Air Fryer,Home Appliances,8,19164.96,1431.83,17733.13
20555,01-04-2022,5012,Air Fryer,Home Appliances,8,4767.12,798.06,3969.06
20556,10-12-2022,5012,Air Fryer,Home Appliances,3,9341.1,491.66,8849.44
20557,08-10-2022,5012,Air Fryer,Home Appliances,6,13551,638.7,12912.3
20558,25-07-2022,5012,Air Fryer,Home Appliances,3,7254.09,403.34,6850.75
20559,27-08-2022,5012,Air Fryer,Home Appliances,7,20540.94,951.66,19589.28
20560,01-05-2022,5012,Air Fryer,Home Appliances,6,10680.84,320.22,10360.62
20561,10-05-2022,5012,Air Fryer,Home Appliances,4,2081.96,189.56,1892.4
20562,06-02-2022,5012,Air Fryer,Home Appliances,6,9845.94,1485.88,8360.06
20563,06-05-2022,5012,Air Fryer,Home Appliances,2,605.38,77.34,528.04
20564,03-08-2022,5012,Air Fryer,Home Appliances,6,20602.38,3082.95,17519.43
20565,21-02-2022,5012,Air Fryer,Home Appliances,8,26840.48,3551.5,23288.98
20566,11-09-2022,5012,Air Fryer,Home Appliances,1,1353.64,55.39,1298.25
20567,21-05-2022,5012,Air Fryer,Home Appliances,5,11688.95,443.87,11245.08
20568,01-12-2022,5012,Air Fryer,Home Appliances,1,2744.37,584.83,2159.54
20569,12-05-2022,5012,Air Fryer,Home Appliances,3,10118.34,1425.17,8693.17
20570,06-11-2022,5012,Air Fryer,Home Appliances,2,5556.94,1172.46,4384.48
20571,20-12-2022,5012,Air Fryer,Home Appliances,6,8525.46,1439.78,7085.68
20572,11-06-2022,5012,Air Fryer,Home Appliances,4,5538.24,812.8,4725.44
20573,27-06-2022,5012,Air Fryer,Home Appliances,5,4759.6,140.35,4619.25
20574,26-10-2022,5012,Air Fryer,Home Appliances,7,22276.87,5287.07,16989.8
20575,14-08-2022,5012,Air Fryer,Home Appliances,8,20784.4,5175.23,15609.17
20576,19-10-2022,5012,Air Fryer,Home Appliances,2,1250.64,90.45,1160.19
20577,15-03-2022,5012,Air Fryer,Home Appliances,7,3152.52,92.01,3060.51
20578,24-04-2021,5013,Table Fan,Home Appliances,6,956.34,204.07,752.27
20579,14-09-2021,5013,Table Fan,Home Appliances,3,3296.73,567.61,2729.12
20580,23-09-2021,5013,Table Fan,Home Appliances,7,21935.13,755.12,21180.01
20581,22-01-2021,5013,Table Fan,Home Appliances,3,9535.2,551.39,8983.81
20582,01-05-2021,5013,Table Fan,Home Appliances,8,22751.6,3988.59,18763.01
20583,07-10-2021,5013,Table Fan,Home Appliances,8,3479.12,328.6,3150.52
20584,14-08-2021,5013,Table Fan,Home Appliances,3,10242.42,2470.66,7771.76
20585,03-10-2021,5013,Table Fan,Home Appliances,1,2571.27,247.5,2323.77
20586,10-11-2021,5013,Table Fan,Home Appliances,7,23393.37,3054.44,20338.93
20587,05-11-2021,5013,Table Fan,Home Appliances,5,15243.15,2164.42,13078.73
20588,01-11-2021,5013,Table Fan,Home Appliances,4,3581.28,680.93,2900.35
20589,03-12-2021,5013,Table Fan,Home Appliances,3,7087.86,748.21,6339.65
20590,14-10-2021,5013,Table Fan,Home Appliances,6,11552.58,1731.82,9820.76
20591,09-07-2021,5013,Table Fan,Home Appliances,2,1822.54,442.44,1380.1
20592,18-04-2021,5013,Table Fan,Home Appliances,2,1782.44,378.92,1403.52
20593,04-11-2021,5013,Table Fan,Home Appliances,4,7712.4,600.45,7111.95
20594,08-08-2021,5013,Table Fan,Home Appliances,8,7271.68,1103.28,6168.4
20595,24-02-2021,5013,Table Fan,Home Appliances,2,6005.3,1058.64,4946.66
20596,05-08-2022,5013,Table Fan,Home Appliances,2,4498.18,1083.55,3414.63
20597,04-09-2022,5013,Table Fan,Home Appliances,8,23449.68,2583.02,20866.66
20598,07-03-2022,5013,Table Fan,Home Appliances,8,21969.44,1130.65,20838.79
20599,02-10-2022,5013,Table Fan,Home Appliances,7,6605.34,697.79,5907.55
20600,23-01-2022,5013,Table Fan,Home Appliances,4,6760.04,322.61,6437.43
20601,14-03-2022,5013,Table Fan,Home Appliances,2,4461.84,984.23,3477.61
20602,04-10-2022,5013,Table Fan,Home Appliances,6,4276.92,818.82,3458.1
20603,26-06-2022,5013,Table Fan,Home Appliances,1,2915.86,140.62,2775.24
20604,17-06-2022,5013,Table Fan,Home Appliances,6,15407.76,462.32,14945.44
20605,12-10-2022,5013,Table Fan,Home Appliances,2,2683.46,255.72,2427.74
20606,04-10-2022,5013,Table Fan,Home Appliances,1,3249.95,569.72,2680.23
20607,12-05-2022,5013,Table Fan,Home Appliances,4,9898.64,246.43,9652.21
20608,15-10-2022,5013,Table Fan,Home Appliances,2,5600.9,740.72,4860.18
20609,26-02-2022,5013,Table Fan,Home Appliances,5,3853.25,568.26,3284.99
20610,28-05-2022,5013,Table Fan,Home Appliances,7,20659.03,3208.61,17450.42
20611,18-05-2022,5013,Table Fan,Home Appliances,5,16641.85,385.66,16256.19
20612,05-06-2022,5013,Table Fan,Home Appliances,8,14647.6,3234.24,11413.36
20613,03-01-2022,5013,Table Fan,Home Appliances,3,6685.23,1124.98,5560.25
20614,13-10-2022,5013,Table Fan,Home Appliances,8,27129.76,4866.3,22263.46
20615,13-08-2022,5013,Table Fan,Home Appliances,4,12298.48,1973.84,10324.64
20616,12-02-2022,5013,Table Fan,Home Appliances,6,11518.02,1054.93,10463.09
20617,19-03-2022,5013,Table Fan,Home Appliances,1,858.12,178.84,679.28
20618,15-12-2022,5013,Table Fan,Home Appliances,6,12498.54,1365,11133.54
20619,11-06-2022,5013,Table Fan,Home Appliances,1,1273.94,167.13,1106.81
20620,01-04-2022,5013,Table Fan,Home Appliances,4,6756.08,1667.88,5088.2
20621,21-01-2022,5013,Table Fan,Home Appliances,3,7755.99,411.38,7344.61
20622,09-07-2022,5013,Table Fan,Home Appliances,2,3650.02,293.01,3357.01
20623,19-10-2022,5013,Table Fan,Home Appliances,3,10421.43,290.19,10131.24
20624,25-09-2022,5013,Table Fan,Home Appliances,2,6144.96,1217.25,4927.71
20625,19-11-2022,5013,Table Fan,Home Appliances,2,2731.5,231.53,2499.97
20626,28-04-2022,5013,Table Fan,Home Appliances,3,7297.41,656.18,6641.23
20627,24-06-2022,5013,Table Fan,Home Appliances,6,11129.04,1848.51,9280.53
20628,28-06-2022,5013,Table Fan,Home Appliances,7,8892.31,1618.15,7274.16
20629,11-11-2022,5013,Table Fan,Home Appliances,8,14700.08,3317.31,11382.77
20630,12-04-2022,5013,Table Fan,Home Appliances,3,1812.99,39.28,1773.71
20631,15-11-2022,5013,Table Fan,Home Appliances,7,11497.43,1733.9,9763.53
20632,06-05-2022,5013,Table Fan,Home Appliances,2,1263.56,234.47,1029.09
20633,24-05-2022,5013,Table Fan,Home Appliances,6,2377.38,151.57,2225.81
20634,19-02-2022,5013,Table Fan,Home Appliances,3,3507.57,355.33,3152.24
20635,12-08-2022,5013,Table Fan,Home Appliances,7,17962.28,4168.14,13794.14
20636,09-03-2021,5014,Iron Press,Home Appliances,5,9903.6,1925.79,7977.81
20637,09-11-2021,5014,Iron Press,Home Appliances,4,10038.88,704.85,9334.03
20638,15-07-2021,5014,Iron Press,Home Appliances,4,12564.04,1068.02,11496.02
20639,21-09-2021,5014,Iron Press,Home Appliances,2,1617.96,305.46,1312.5
20640,20-03-2021,5014,Iron Press,Home Appliances,1,415.68,85.7,329.98
20641,11-10-2021,5014,Iron Press,Home Appliances,3,500.76,41.19,459.57
20642,01-11-2021,5014,Iron Press,Home Appliances,6,19450.02,1338.4,18111.62
20643,28-06-2021,5014,Iron Press,Home Appliances,1,2323.93,263.12,2060.81
20644,26-11-2021,5014,Iron Press,Home Appliances,6,4407.54,963.31,3444.23
20645,03-01-2021,5014,Iron Press,Home Appliances,6,16496.82,4078.01,12418.81
20646,09-07-2021,5014,Iron Press,Home Appliances,8,24604.8,637.77,23967.03
